PropertyName,PropertySubName,NearbyLocations,LocationAdvantages,Link,PriceDetails,TopFacilities
BPTP Fortuna,"Land in Sector 70A, Gurgaon","['Golf Course Extension Road', 'CD International School', 'Omaxe Mall', 'Sohna Road', 'Park Hospital']","{'Golf Course Extension Road': '2.6 KM', 'CD International School': '5.2 KM', 'Omaxe Mall': '5.5 KM', 'Sohna Road': '7.5 KM', 'Park Hospital': '7.6 KM', 'Gurugram University': '8.8 KM', 'Sector 55-56 Metro Station': '10.7 KM', 'Indira Gandhi International Airport': '25.4 KM'}",https://www.99acres.com/bptp-fortuna-sector-70a-gurgaon-npxid-r391135,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,250 - 3,600 sq.ft.', 'price-range': '₹ 3.31 - 5.3 Cr'}}","['Gazebo', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Club House', '24/7 Power Backup', 'Gated Community', 'Gymnasium', '24/7 Water Supply', 'Landscape Garden']"
Bestech Park View Spa Next,"3, 4 BHK Apartment in Sector 67, Gurgaon","['Ektaa Hospital', ""St. Xavier's High School"", 'Omaxe Mall', 'KIIT College of Engineering', 'Radisson Hotel']","{'Ektaa Hospital': '1.5 KM', ""St. Xavier's High School"": '3.4 KM', 'Omaxe Mall': '3.5 KM', 'KIIT College of Engineering': '4.0 KM', 'Radisson Hotel': '4.4 KM', 'SkyJumper Trampoline Park': '4.9 KM', 'Golf Course Extension Road': '5.0 KM', 'PVR Drive In Theater': '6.5 KM', 'Duke Horse Riding Club': '8.4 KM', 'Surajgarh Gurgaon': '8.7 KM', 'HUDA Mini Golf Course': '8.7 KM', 'Indira Gandhi International Airport': '23.4 KM'}",https://www.99acres.com/bestech-park-view-spa-next-sector-67-gurgaon-npxid-r23724,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,790 sq.ft.', 'price-range': 'Price on Request'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,350 - 2,635 sq.ft.', 'price-range': '₹ 2.85 Cr'}}","['Swimming Pool', 'School', 'Piped Gas', 'Skating Rink', 'Grocery Shop', 'Shopping Centre', 'Cricket Pitch', 'Lawn Tennis Court', 'Amphitheatre']"
DLF The Pinnacle,"4 BHK Apartment in DLF Phase 5, Gurgaon","['American Express', 'IDFC FIRST Bank', 'Golf Course Road', 'Sector 42-43', 'Lancers International School']","{'American Express': '0.012 KM', 'IDFC FIRST Bank': '0.069 KM', 'Golf Course Road': '0.17 KM', 'Sector 42-43': '0.6 KM', 'Lancers International School': '0.75 KM', 'Sector 53-54': '0.85 KM', 'Paras Hospital': '1.2 KM', 'Ernst & Young': '1.5 KM', 'Shalom Hills International School': '1.5 KM', 'Ardee Mall': '2.1 KM', 'Delhi Public School (DPS)': '2.3 KM', 'MGF Megacity Mall': '3.5 KM', 'Sunset point': '3.2 KM', 'Fortis Hospital': '3.5 KM', ""Oyster's Water Park"": '4.2 KM'}",https://www.99acres.com/dlf-the-pinnacle-dlf-phase-5-gurgaon-npxid-r12068,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,868 - 3,979 sq.ft.', 'price-range': '₹ 6.77 - 6.96 Cr'}}","['Swimming Pool', 'Sun Deck', 'Lawn Tennis Court', 'Earthquake Resistant', 'Party Lawn', 'Vastu Compliant', 'Basketball Court', 'Badminton Court', 'Entrance Lobby']"
Godrej Oasis,"2, 3, 4 BHK Apartment in Sector 88A, Gurgaon","['Pataudi Road', 'Dwarka Expressway', 'Double Infinity market', 'Bamroli Cricket Ground', 'Aman Hospital']","{'Pataudi Road': '0.6 KM', 'Dwarka Expressway': '1.8 KM', 'Double Infinity market': '1.8 KM', 'Bamroli Cricket Ground': '2.1 KM', 'Aman Hospital': '2.5 KM', 'Kidzee': '3.8 KM', 'RPS International School': '3.9 KM'}",https://www.99acres.com/godrej-oasis-sector-88a-gurgaon-npxid-r28232,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,166.81 - 1,167.88 sq.ft.', 'price-range': '₹ 1.3 Cr'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,291.67 - 1,492.95 sq.ft.', 'price-range': '₹ 1.69 - 1.95 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,614 sq.ft.', 'price-range': '₹ 2.11 Cr'}}","['Bus Shelter', 'Concierge Service', 'Swimming Pool', 'Grocery Shop', 'Shopping Centre', 'Sun Deck', 'Lawn Tennis Court', 'Toddler Pool', 'Table Tennis']"
Anant Raj Estate Plots,"Land in Sector 63, Gurgaon","['Paras Trinity', 'Indira Gandhi International Airport', 'The Shri Ram School', 'Lemon Tree Hotel', 'Golf Course Extension Road']","{'Paras Trinity': '1.0 KM', 'Indira Gandhi International Airport': '2.9 KM', 'The Shri Ram School': '3.3 KM', 'Lemon Tree Hotel': '3.6 KM', 'Golf Course Extension Road': '3.9 KM', 'AIPL Business Club': '4.5 KM', 'Sector 55-56 Metro Station': '5.7 KM'}",https://www.99acres.com/anant-raj-estate-plots-sector-63-gurgaon-npxid-r368126,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '2,160 - 3,240 sq.ft.', 'price-range': '₹ 4.2 - 6.3 Cr'}}","['Swimming Pool', 'Restaurant', 'Spa', 'Shopping Centre', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'Rain Water Harvesting', 'Club House', '24/7 Power Backup']"
Mapsko The Icon 79,"4 BHK Apartment in Sector 79, Gurgaon","['NH-48 (Delhi-Jaipur Expressway)', 'Sapphire Mall', 'Narayana e-Techno School - Manesar', 'Garhi Harsaru Junction', 'Miracles Apollo Cradle Hospital']","{'NH-48 (Delhi-Jaipur Expressway)': '4.6 KM', 'Sapphire Mall': '6.0 KM', 'Narayana e-Techno School - Manesar': '5.8 KM', 'Garhi Harsaru Junction': '11.8 KM', 'Miracles Apollo Cradle Hospital': '5.5 KM', 'DPG Group of Institutions': '11.8 KM', 'Indira Gandhi International Airport': '31.2 KM', 'Savoy Suites, Manesar': '6.2 KM', 'Golden Greens Golf & Resorts': '11.4 KM', 'Nakhrola Stadium': '5.8 KM', 'De Adventure Park': '11.1 KM', 'DLF Corporate Greens': '8.4 KM'}",https://www.99acres.com/mapsko-the-icon-79-sector-79-gurgaon-npxid-r408246,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '3,500 sq.ft.', 'price-range': '₹ 2.99 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Bar/Chill-Out Lounge', 'Business Lounge', 'Spa', 'Steam Room', 'Squash Court', 'Cafeteria', 'Billiards']"
DLF Regal Gardens,"2, 3, 4 BHK Apartment in Sector 90, Gurgaon","['Pataudi Road', 'Holiday Inn', 'SS Omnia, Sector 86', 'Canara Bank - Nawada Fatehpur', 'ICICI Bank ATM, Sector 86']","{'Pataudi Road': '1.6 KM', 'Holiday Inn': '1.6 KM', 'SS Omnia, Sector 86': '1.9 KM', 'Canara Bank - Nawada Fatehpur': '2.2 KM', 'ICICI Bank ATM, Sector 86': '2.3 KM', 'RPS International School': '2.3 KM', 'Silver Streak Multi Speciality Hospital': '2.3 KM', 'Aarvy Healthcare Hospital': '2.9 KM', 'RHM Public School': '3.0 KM', 'Miracles Apollo Cradle Hospital': '3.2 KM', 'Minda Industries Nawada Fatehpur': '4.2 KM', 'IMT Manesar': '4.2 KM', ""Sodhi's Supermarket, Sector 82"": '4.6 KM', 'M3M Mall/Commercial': '4.8 KM', 'State Bank of India': '5.7 KM'}",https://www.99acres.com/dlf-regal-gardens-sector-90-gurgaon-npxid-r2718,"{'2 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,438 - 1,527 sq.ft.', 'price-range': '₹ 91.61 - 97.29 L'}, '3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,693 - 1,967 sq.ft.', 'price-range': '₹ 1.24 - 1.71 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,215 sq.ft.', 'price-range': '₹ 1.59 - 1.93 Cr'}}","['Swimming Pool', 'School', 'Card Room', 'Solar Water Heating', 'Waiting Lounge', 'Theatre', 'Gazebo', 'Pool Table', 'Billiards']"
DLF The Icon,"4 BHK Apartment in DLF Phase 5, Gurgaon","['The Heritage School', 'Sector 42-43 Metro Station', 'Paras Hospital', 'Ardee Mall', 'Sushant University']","{'The Heritage School': '0.45 KM', 'Sector 42-43 Metro Station': '0.75 KM', 'Paras Hospital': '1.6 KM', 'Ardee Mall': '2.2 KM', 'Sushant University': '3.2 KM', 'NH 248A': '8.1 KM', 'Indira Gandhi International Airport': '16.3 KM'}",https://www.99acres.com/dlf-the-icon-dlf-phase-5-gurgaon-npxid-r26572,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,575 - 2,750 sq.ft.', 'price-range': '₹ 5.8 Cr'}}","['Swimming Pool', 'Restaurant', 'Skating Rink', 'Wi-Fi Connectivity', 'Property Staff', 'Lawn Tennis Court', 'Video Door Security', 'Multipurpose Court', 'Power Back up Lift']"
Vatika Sovereign Park,"3, 4 BHK Apartment in Sector 99, Gurgaon","['The Heritage School', 'Vibrant Hospital', 'The Esplanade Mall', 'Dwarka Expressway', 'SGT University']","{'The Heritage School': '3.2 KM', 'Vibrant Hospital': '3.8 KM', 'The Esplanade Mall': '3.8 KM', 'Dwarka Expressway': '4.3 KM', 'SGT University': '8.8 KM', 'Quality Inn Gurgaon': '9.1 KM', 'SkyJumper Trampoline Park': '10.2 KM', 'KMP Expressway': '13.4 KM', 'IMT Manesar': '14.2 KM', 'Indira Gandhi International Airport': '25.4 KM'}",https://www.99acres.com/vatika-sovereign-park-sector-99-gurgaon-npxid-r25,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,750 - 3,815 sq.ft.', 'price-range': '₹ 2.15 - 2.99 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,200 - 5,975 sq.ft.', 'price-range': '₹ 2.51 - 4.68 Cr'}}","['Swimming Pool', 'Terrace Garden', 'High Speed Elevators', 'Sauna', 'Piped Gas', 'Spa', 'Steam Room', 'Pool Table', 'Shopping Centre']"
Vatika Sovereign Next,"3, 4, 5 BHK Apartment in Sector 82A, Gurgaon","['Sapphire Mall', 'Hyatt Hotel Group', 'Miracles Apollo Cradle Hospital', 'Delhi Public School (DPS)', 'NH-48 (Delhi-Jaipur Expressway)']","{'Sapphire Mall': '0.6 KM', 'Hyatt Hotel Group': '2.2 KM', 'Miracles Apollo Cradle Hospital': '2.2 KM', 'Delhi Public School (DPS)': '2.4 KM', 'NH-48 (Delhi-Jaipur Expressway)': '3.0 KM', 'Sector 86 Road': '3.3 KM', 'AapnoGhar': '3.6 KM', 'Minda Industries Limited': '4.2 KM', 'Garhi Harsaru Junction': '8.5 KM', 'Tau Devi Lal Sports Complex': '11.8 KM', 'Orchid Business Park': '11.8 KM', 'Indira Gandhi International Airport': '27.3 KM'}",https://www.99acres.com/vatika-sovereign-next-sector-82a-gurgaon-npxid-r39998,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '2,600 - 2,650 sq.ft.', 'price-range': '₹ 2.05 - 2.09 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,140 sq.ft.', 'price-range': '₹ 4.05 Cr'}, '5 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '2,902.27 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Barbecue', 'Pergola', 'Sauna', 'Steam Room', 'Gazebo', 'Property Staff', 'Sun Deck', 'Earthquake Resistant']"
Central Park Flower Valley The Room,"1, 2 BHK Apartment, 2, 3 BHK Independent Floor in Sohna, Gurgaon","['Central Park II Road', 'Sohna Road', 'Raheja Mall', 'Park Hospital', 'Gurugram University']","{'Central Park II Road': '0.013 KM', 'Sohna Road': '1.0 KM', 'Raheja Mall': '1.2 KM', 'Park Hospital': '2.7 KM', 'Gurugram University': '4.7 KM', 'CD International School': '5.6 KM', 'Huda Metro Station': '5.9 KM', 'Indira Gandhi International Airport': '18.9 KM'}",https://www.99acres.com/central-park-flower-valley-the-room-sohna-gurgaon-npxid-r250617,"{'1 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '837 - 1,272 sq.ft.', 'price-range': 'Price on Request'}, '2 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,620 sq.ft.', 'price-range': 'Price on Request'}, '3 BHK': {'building_type': 'Independent Floor', 'area_type': 'Super Built-up Area', 'area': '1,737 sq.ft.', 'price-range': 'Price on Request'}}","['Swimming Pool', 'Laundry', 'ATM', 'Restaurant', 'Creche/Day care', 'Theatre', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria']"
M3M Sky Lofts,"1, 2, 3 BHK Service Apartment in Sector 71, Gurgaon","['Sohna Road', 'Vega School', 'Omaxe Mall', 'Polaris Hospital', 'NH-48 (Delhi-Jaipur Expressway)']","{'Sohna Road': '2.1 KM', 'Vega School': '2.5 KM', 'Omaxe Mall': '3.6 KM', 'Polaris Hospital': '4.6 KM', 'NH-48 (Delhi-Jaipur Expressway)': '5.0 KM', 'SkyJumper Trampoline Park': '5.6 KM', 'Sector 55-56 Metro Station': '8.8 KM', 'Indira Gandhi International Airport': '23.0 KM'}",https://www.99acres.com/m3m-sky-lofts-sector-71-gurgaon-npxid-r324823,"{'1 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '683 - 1,472 sq.ft.', 'price-range': '₹ 6.49 - 13.99 Cr'}, '2 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '1,406 - 1,683 sq.ft.', 'price-range': '₹ 13.36 - 16 Cr'}, '3 BHK': {'building_type': 'Service Apartment', 'area_type': 'Super Built-up Area', 'area': '1,473 sq.ft.', 'price-range': '₹ 14 Cr'}}","['Bowling Alley', 'Swimming Pool', 'Lounge', 'Bar/Chill-Out Lounge', 'Golf Course', 'Conference room', 'Restaurant', 'Spa', 'Theatre']"
Golden Park,"Land in Sohna, Gurgaon","['Damdama Lake Rd', 'Vardaan Hospital', 'Sohna Bus Stand', 'Sohna Road', 'Sohna Hill Viewpoint']","{'Damdama Lake Rd': '0.22 KM', 'Vardaan Hospital': '2.8 KM', 'Sohna Bus Stand': '2.9 KM', 'Sohna Road': '3.7 KM', 'Sohna Hill Viewpoint': '5.8 KM', 'K.R. Mangalam University': '20.8 KM', 'Indira Gandhi International Airport': '40.9 KM'}",https://www.99acres.com/golden-park-sohna-gurgaon-npxid-r400381,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,125 - 1,575 sq.ft.', 'price-range': '₹ 99 L - 1.39 Cr'}}","['Swimming Pool', 'Volley Ball Court', 'Pergola', 'Skating Rink', 'Fountain', 'Cricket Pitch', 'Sun Deck', 'Lawn Tennis Court', 'Basketball Court']"
Ireo Savannah,"Land in Sector-35 Sohna, Gurgaon","['K.R. Mangalam University', 'GD Goenka Institution', 'Sohna Road', 'Civil Hospital', 'Country Inn & Suites']","{'K.R. Mangalam University': '1.7 KM', 'GD Goenka Institution': '1.9 KM', 'Sohna Road': '1.4 KM', 'Civil Hospital': '3.8 KM', 'Country Inn & Suites': '8.1 KM', 'Airia Mall': '11.6 KM', 'Gurugram Railway Station': '24.2 KM', 'Indira Gandhi International Airport': '35.3 KM'}",https://www.99acres.com/ireo-savannah-sector-35-sohna-gurgaon-npxid-r406279,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,152 - 1,611 sq.ft.', 'price-range': '₹ 90.01 L - 1.34 Cr'}}","['Multipurpose Court', 'Basketball Court', 'Badminton Court', 'Yoga/Meditation Area', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
Satya Merano Greens,"Land in Sector 99A, Gurgaon","['Excellere World School', 'Satya The Hive Mall', 'Vibrant Hospital', 'Dwarka Expressway', 'Ramgarh Farms & Resort']","{'Excellere World School': '3.0 KM', 'Satya The Hive Mall': '3.5 KM', 'Vibrant Hospital': '4.4 KM', 'Dwarka Expressway': '0.075 KM', 'Ramgarh Farms & Resort': '6.4 KM', 'Holiday Inn': '7.2 KM', 'Hero Honda Chowk': '9.8 KM', 'DPG Group of Institutions': '10.3 KM', 'IMT Manesar': '12.6 KM', 'Indira Gandhi International Airport': '28.3 KM'}",https://www.99acres.com/satya-merano-greens-sector-99a-gurgaon-npxid-r382315,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,104.89 - 1,506.95 sq.ft.', 'price-range': '₹ 1.17 - 1.6 Cr'}}","['Swimming Pool', 'Card Room', 'Cafeteria', 'Shopping Centre', 'Cricket Pitch', 'Sun Deck', 'Amphitheatre', 'Toddler Pool', 'Party Lawn']"
ATS Kocoon,"3, 4 BHK Apartment in Sector 109, Gurgaon","['Euro International School', 'Jagdish Super Market', 'Gyaananda School', 'Bharat Petroleum Shree Shyam Filling', 'The Club, International City']","{'Euro International School': '0.21 KM', 'Jagdish Super Market': '0.35 KM', 'Gyaananda School': '0.55 KM', 'Bharat Petroleum Shree Shyam Filling': '1.0 KM', 'The Club, International City': '1.1 KM', 'Conscient One': '1.1 KM', 'ICICI BANK ATM, Annapurna MKT': '1.1 KM', 'ESIC Dispensary': '1.6 KM', 'Canara Bank New Palam Vihar': '2.7 KM', 'Dwarka': '3.0 KM', 'Radha Krishan Mandir': '3.4 KM', 'Daultabad Stadium': '4.1 KM', 'Gurgaon Gramin Bank': '4.7 KM', 'Indira Gandhi International Airport': '5.0 KM', 'SCR Model School': '5.2 KM'}",https://www.99acres.com/ats-kocoon-sector-109-gurgaon-npxid-r24656,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,745 - 2,095 sq.ft.', 'price-range': '₹ 1.5 - 1.98 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '3,045 sq.ft.', 'price-range': '₹ 2 - 2.59 Cr'}}","['Swimming Pool', 'Laundry', 'Changing Area', 'School', 'Salon', 'Visitors Parking', 'Creche/Day care', 'Squash Court', 'Wi-Fi Connectivity']"
Paras Quartier,"4 BHK Apartment in Gwal Pahari, Gurgaon","['Sector 55-56 Metro Station', 'Teri Golf Course', 'ASF Insignia SEZ', 'Sushant University', 'Faridabad-Gurgaon Road']","{'Sector 55-56 Metro Station': '5.0 KM', 'Teri Golf Course': '1.5 KM', 'ASF Insignia SEZ': '3.6 KM', 'Sushant University': '5.0 KM', 'Faridabad-Gurgaon Road': '0.006 KM', 'Golden Tulip Suites Gurgaon': '2.1 KM', 'Paras Hospital': '7.4 KM', 'South point Mall': '7.9 KM', ""Oyster's Water Park"": '10.8 KM', 'NH 148A': '7.9 KM', 'Indira Gandhi International Airport': '20.1 KM', ""Lingaya's Lalita Devi Institute"": '3.4 KM', 'Pathways School': '3.2 KM'}",https://www.99acres.com/paras-quartier-gwal-pahari-gurgaon-npxid-r11794,"{'4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '5,000 - 6,000 sq.ft.', 'price-range': '₹ 7 - 8.4 Cr'}}","['Mini Theatre', 'Swimming Pool', 'Business Lounge', 'Volley Ball Court', 'RO System', 'Aerobics Centre', 'Card Room', 'Spa', 'Steam Room']"
Ashiana Amarah,"3, 4 BHK Apartment in Sector 93, Gurgaon","['Pranavananda International School', 'Kidzee Sec-93', 'Holiday Inn', 'City Square', 'Newtown Square Mall']","{'Pranavananda International School': '0.65 KM', 'Kidzee Sec-93': '1.9 KM', 'Holiday Inn': '2.5 KM', 'City Square': '3.1 KM', 'Newtown Square Mall': '3.1 KM', 'Aarvy Healthcare Hospital': '3.2 KM', 'Jhankar Group of Institutions': '5.0 KM', 'Dwarka Expressway': '5.1 KM', 'Garhi Harsaru Junction': '5.8 KM', 'Sant Soordas Sihi Metro Station': '7.4 KM', 'Indira Gandhi International Airport': '32.4 KM'}",https://www.99acres.com/ashiana-amarah-sector-93-gurgaon-npxid-r396809,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,000 - 1,205 sq.ft.', 'price-range': '₹ 1 - 1.21 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Carpet Area', 'area': '1,408 sq.ft.', 'price-range': '₹ 1.41 Cr'}}","['Swimming Pool', 'Flower Garden', 'Library', 'Lawn Tennis Court', 'Amphitheatre', 'Basketball Court', 'Badminton Court', 'Entrance Lobby', 'Yoga/Meditation Area']"
JMS Prime Land,"Land in Sector 95A, Gurgaon","['Pataudi Road', 'RPS International School', 'Aarvy Healthcare Hospital', 'Garhi Harsaru Junction', 'Dwarka Expressway']","{'Pataudi Road': '0.1 KM', 'RPS International School': '3.4 KM', 'Aarvy Healthcare Hospital': '3.5 KM', 'Garhi Harsaru Junction': '3.7 KM', 'Dwarka Expressway': '4.4 KM', 'Holiday Inn': '5.5 KM', 'KMP Expressway': '6.8 KM', 'Sapphire Mall': '7.0 KM', 'Heritage Badminton Academy': '8.3 KM', 'SGT University': '11.1 KM', 'Indira Gandhi International Airport': '31.0 KM'}",https://www.99acres.com/jms-prime-land-sector-95a-gurgaon-npxid-r374204,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '945 - 1,197 sq.ft.', 'price-range': '₹ 1.34 - 1.7 Cr'}}","['Reflexology Park', 'Volley Ball Court', 'Skating Rink', 'Cricket Pitch', 'Amphitheatre', 'Party Lawn', 'Community Hall', 'Basketball Court', 'Badminton Court']"
India Rashtra,"Land in Sector 88A, Gurgaon","['Dwarka Expressway', 'Euro International School', 'Garhi Harsaru Junction', 'The Esplanade Mall']","{'Dwarka Expressway': '0.011 KM', 'Euro International School': '4.1 KM', 'Garhi Harsaru Junction': '6.9 KM', 'The Esplanade Mall': '7.4 KM', 'Sethi Hospital': '9.4 KM', 'SGT University': '11.9 KM', 'The NorthCap University': '16.1 KM', 'Park Hospital': '12.1 KM', 'Omaxe Mall': '12.1 KM', 'Indira Gandhi International Airport': '28.5 KM'}",https://www.99acres.com/india-rashtra-sector-88a-gurgaon-npxid-r403084,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,800 - 3,852 sq.ft.', 'price-range': '₹ 2.7 - 5.78 Cr'}}","['Swimming Pool', 'CCTV Camera Security', '24x7 Security', 'Club House', 'Gated Community', 'Landscape Garden', 'Car Parking', 'Security Cabin']"
Vipul Tatvam Villa,"3, 4, 5 BHK Villa in Sector 48, Gurgaon","['HDFC Bank', 'The Sixth Element School', 'K.R.Mangalam World School', 'Sushil Park', 'Peer Baba Ki Mazar']","{'HDFC Bank': '0.043 KM', 'The Sixth Element School': '0.27 KM', 'K.R.Mangalam World School': '0.65 KM', 'Sushil Park': '0.4 KM', 'Peer Baba Ki Mazar': '0.4 KM', 'Punjab National Bank': '2.0 KM', 'CoNexus.Life B35': '0.16 KM', 'Medhaam Pre School & Daycare': '0.85 KM', 'Moksh Wellness Pvt Ltd.': '0.65 KM', 'Marriott Courtyard': '1.5 KM', 'Axis Bank': '1.4 KM', 'World Tech Park': '2.4 KM', 'Athena': '2.6 KM', 'Bharat Petroleum Petrol Pump': '2.6 KM', 'Star Mall': '2.3 KM'}",https://www.99acres.com/vipul-tatvam-villa-sector-48-gurgaon-npxid-r33,"{'3 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '3,000 sq.ft.', 'price-range': '₹ 5.7 Cr'}, '4 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '4,000 - 4,750 sq.ft.', 'price-range': '₹ 7.5 - 12 Cr'}, '5 BHK': {'building_type': 'Villa', 'area_type': 'Built-up Area', 'area': '6,150 - 7,650 sq.ft.', 'price-range': '₹ 16.5 - 22 Cr'}}","['Swimming Pool', 'Bar/Chill-Out Lounge', 'Pergola', 'Wi-Fi Connectivity', 'Property Staff', 'Cafeteria', 'Fountain', 'Lawn Tennis Court', 'Multipurpose Court']"
Orris Woodview Residencies,"Land in Sector 89, Gurgaon","['Bamroli Cricket Ground', 'Pataudi Road', 'Sanskar Jyoti School', 'Dwarka Expressway', 'City Square']","{'Bamroli Cricket Ground': '1.0 KM', 'Pataudi Road': '1.0 KM', 'Sanskar Jyoti School': '1.1 KM', 'Dwarka Expressway': '3.0 KM', 'City Square': '3.2 KM', 'Garhi Harsaru Junction': '4.3 KM', 'Arc Multi Speciality Hospital': '4.3 KM', 'NH-48 (Delhi-Jaipur Expressway)': '5.1 KM', 'SGT University': '10.1 KM'}",https://www.99acres.com/orris-woodview-residencies-sector-89-gurgaon-npxid-r136297,"{'Land': {'building_type': '', 'area_type': 'Plot Area', 'area': '1,620 - 6,030 sq.ft.', 'price-range': '₹ 1.92 - 4.26 Cr'}}","['Earthquake Resistant', 'Vastu Compliant', 'Yoga/Meditation Area', 'Indoor Games', 'Sewage Treatment Plant', 'CCTV Camera Security', 'Jogging Track', 'Rain Water Harvesting', '24x7 Security']"
Emaar MGF Palm Hills,"3, 4 BHK Apartment in Sector 77, Gurgaon","['Narayana e Techno School', 'Sapphire Mall', 'Hyatt Hotel Group', 'Medeor Hospital, Manesar', 'De Adventure Park']","{'Narayana e Techno School': '2.0 KM', 'Sapphire Mall': '3.4 KM', 'Hyatt Hotel Group': '4.4 KM', 'Medeor Hospital, Manesar': '7.3 KM', 'De Adventure Park': '8.3 KM', 'Dwarka Expressway': '8.4 KM', 'DPG Group of Institutions': '8.9 KM', 'IMT Manesar': '10.0 KM', 'Sohna Road': '10.2 KM', 'Indira Gandhi International Airport': '29.5 KM'}",https://www.99acres.com/emaar-mgf-palm-hills-sector-77-gurgaon-npxid-r804,"{'3 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,450 - 2,025 sq.ft.', 'price-range': '₹ 1.2 - 1.69 Cr'}, '4 BHK': {'building_type': 'Apartment', 'area_type': 'Super Built-up Area', 'area': '1,950 sq.ft.', 'price-range': '₹ 1.61 Cr'}}","['Swimming Pool', 'Business Lounge', 'Salon', 'ATM', 'High Speed Elevators', 'Spa', 'Creche/Day care', 'Grocery Shop', 'Cafeteria']"
